"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_AHexCAS","[M+NH4]+","1","2","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_AHexCAS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Number of Scans","MSDIAL_AHexCAS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Max Intensity","MSDIAL_AHexCAS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Average m/z","MSDIAL_AHexCAS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_AHexCAS","[M+NH4]+","1","2","RT_min","RT_max","Comment"
"","MSDIAL_ST 28:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;AHMUFSDJNIXUNB-MSUUIHNZNA-N;C55H96O7",0,0,0,"11.2989545454545","11.5989545454545","9360","","MSDIAL_ST 28:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;AHMUFSDJNIXUNB-MSUUIHNZNA-N;C55H96O7",0,0,0,"11.2989545454545","11.5989545454545","9360","","MSDIAL_ST 28:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;AHMUFSDJNIXUNB-MSUUIHNZNA-N;C55H96O7",0,0,0,"11.2989545454545","11.5989545454545","9360","","MSDIAL_ST 28:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;AHMUFSDJNIXUNB-MSUUIHNZNA-N;C55H96O7",0,0,0,"11.2989545454545","11.5989545454545","9360","","MSDIAL_ST 28:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;AHMUFSDJNIXUNB-MSUUIHNZNA-N;C55H96O7",0,0,0,"11.2989545454545","11.5989545454545","9360","","MSDIAL_ST 28:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;AHMUFSDJNIXUNB-MSUUIHNZNA-N;C55H96O7","886.74943","383.3672","886.7495","11.2989545454545","11.5989545454545","9360"
"","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"11.8747236111111","12.1747236111111","2107","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"11.8747236111111","12.1747236111111","2107","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"11.8747236111111","12.1747236111111","2107","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"11.8747236111111","12.1747236111111","2107","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"11.8747236111111","12.1747236111111","2107","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7","884.73378","383.3672","884.7338","11.8747236111111","12.1747236111111","2107"
"","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"12.5407621212121","12.8407621212121","4568","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"12.5407621212121","12.8407621212121","4568","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"12.5407621212121","12.8407621212121","4568","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"12.5407621212121","12.8407621212121","4568","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"12.5407621212121","12.8407621212121","4568","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7","884.73378","383.3672","884.7338","12.5407621212121","12.8407621212121","4568"
"","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"11.0694138888889","11.3694138888889","8921","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"11.0694138888889","11.3694138888889","8921","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"11.0694138888889","11.3694138888889","8921","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"11.0694138888889","11.3694138888889","8921","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"11.0694138888889","11.3694138888889","8921","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7","884.73378","383.3672","884.7338","11.0694138888889","11.3694138888889","8921"
"","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"10.3556625","10.6556625","10106","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"10.3556625","10.6556625","10106","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"10.3556625","10.6556625","10106","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"10.3556625","10.6556625","10106","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"10.3556625","10.6556625","10106","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7","884.73378","383.3672","884.7338","10.3556625","10.6556625","10106"
"","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"10.4491236111111","10.7491236111111","15412","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"10.4491236111111","10.7491236111111","15412","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"10.4491236111111","10.7491236111111","15412","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"10.4491236111111","10.7491236111111","15412","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7",0,0,0,"10.4491236111111","10.7491236111111","15412","","MSDIAL_ST 28:1;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWOSVPGWZYSBII-AUGURXLVNA-N;C55H94O7","884.73378","383.3672","884.7338","10.4491236111111","10.7491236111111","15412"
"","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7",0,0,0,"11.7693263888889","12.0693263888889","7661","","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7",0,0,0,"11.7693263888889","12.0693263888889","7661","","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7",0,0,0,"11.7693263888889","12.0693263888889","7661","","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7",0,0,0,"11.7693263888889","12.0693263888889","7661","","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7",0,0,0,"11.7693263888889","12.0693263888889","7661","","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7","902.78073","383.3672","902.7807","11.7693263888889","12.0693263888889","7661"
"","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7",0,0,0,"11.5416277777778","11.8416277777778","10462","","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7",0,0,0,"11.5416277777778","11.8416277777778","10462","","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7",0,0,0,"11.5416277777778","11.8416277777778","10462","","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7",0,0,0,"11.5416277777778","11.8416277777778","10462","","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7",0,0,0,"11.5416277777778","11.8416277777778","10462","","MSDIAL_ST 28:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;KOBWFLUVTBBBHL-UHFFFAOYNA-N;C56H100O7","902.78073","383.3672","902.7807","11.5416277777778","11.8416277777778","10462"
"","MSDIAL_ST 28:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JOCXFCFNMTYICH-QGLGPCELNA-N;C56H96O7",0,0,0,"12.1834045454545","12.4834045454545","9832","","MSDIAL_ST 28:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JOCXFCFNMTYICH-QGLGPCELNA-N;C56H96O7",0,0,0,"12.1834045454545","12.4834045454545","9832","","MSDIAL_ST 28:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JOCXFCFNMTYICH-QGLGPCELNA-N;C56H96O7",0,0,0,"12.1834045454545","12.4834045454545","9832","","MSDIAL_ST 28:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JOCXFCFNMTYICH-QGLGPCELNA-N;C56H96O7",0,0,0,"12.1834045454545","12.4834045454545","9832","","MSDIAL_ST 28:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JOCXFCFNMTYICH-QGLGPCELNA-N;C56H96O7",0,0,0,"12.1834045454545","12.4834045454545","9832","","MSDIAL_ST 28:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JOCXFCFNMTYICH-QGLGPCELNA-N;C56H96O7","898.74943","383.3672","898.7495","12.1834045454545","12.4834045454545","9832"
"","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7",0,0,0,"12.0858424242424","12.3858424242424","9173","","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7",0,0,0,"12.0858424242424","12.3858424242424","9173","","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7",0,0,0,"12.0858424242424","12.3858424242424","9173","","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7",0,0,0,"12.0858424242424","12.3858424242424","9173","","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7",0,0,0,"12.0858424242424","12.3858424242424","9173","","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7","916.79638","383.3672","916.7964","12.0858424242424","12.3858424242424","9173"
"","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7",0,0,0,"11.7097694444444","12.0097694444444","9205","","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7",0,0,0,"11.7097694444444","12.0097694444444","9205","","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7",0,0,0,"11.7097694444444","12.0097694444444","9205","","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7",0,0,0,"11.7097694444444","12.0097694444444","9205","","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7",0,0,0,"11.7097694444444","12.0097694444444","9205","","MSDIAL_ST 28:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JVJGUIDLNAQZIE-UHFFFAOYNA-N;C57H102O7","916.79638","383.3672","916.7964","11.7097694444444","12.0097694444444","9205"
