"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Average m/z","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment"
"","Cer-NS(d23:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d23:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d23:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d23:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d23:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d23:1/20:1)+HCO2","706.6349","660.6295","630.6189","628.6033","612.6083","350.3059","334.311","333.3163","308.2959","307.3006","291.2693","10.4557772727273","10.7557772727273","1755"
"","Cer-NS(d23:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d23:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d23:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d23:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d23:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d23:1/21:0)+HCO2","722.6663","676.6608","646.6502","644.6346","628.6396","366.3372","350.3423","333.3163","324.3272","307.3006","307.3006","11.9297696969697","12.2297696969697","759"
"","Cer-NS(d23:2/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d23:2/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d23:2/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d23:2/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d23:2/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d23:2/18:0)+HCO2","678.6036","632.5982","602.5876","600.572","584.577","324.2903","308.2953","331.3006","282.2802","305.285","265.2537","9.8607848484848","10.1607848484848","1372"
"","Cer-NS(d23:2/19:0)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d23:2/19:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d23:2/19:0)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d23:2/19:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d23:2/19:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d23:2/19:0)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","338.3059","322.311","331.3006","296.2959","305.285","279.2693","10.3349015151515","10.6349015151515","366"
"","Cer-NS(d23:2/19:0)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d23:2/19:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d23:2/19:0)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d23:2/19:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d23:2/19:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d23:2/19:0)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","338.3059","322.311","331.3006","296.2959","305.285","279.2693","10.1740090909091","10.4740090909091","470"
"","Cer-NS(d23:2/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d23:2/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d23:2/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d23:2/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d23:2/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d23:2/19:1)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","336.2903","320.2953","331.3006","294.2802","305.285","277.2537","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d23:2/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d23:2/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d23:2/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d23:2/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d23:2/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d23:2/20:0)+HCO2","706.6349","660.6295","630.6189","628.6033","612.6083","352.3216","336.3267","331.3006","310.3116","305.285","293.285","10.4557772727273","10.7557772727273","1755"
"","Cer-NS(d23:3/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d23:3/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d23:3/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d23:3/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d23:3/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d23:3/19:0)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","338.3059","322.311","329.285","296.2959","303.2693","279.2693","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d24:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d24:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d24:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d24:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d24:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d24:1/14:0)+HCO2","638.5723","592.5669","562.5563","560.5406","544.5457","268.2277","252.2328","347.3319","226.2176","321.3163","209.1911","9.27443484848485","9.57443484848485","1335"
"","Cer-NS(d24:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d24:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d24:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d24:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d24:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d24:1/15:0)+HCO2","652.588","606.5825","576.572","574.5563","558.5614","282.2433","266.2484","347.3319","240.2333","321.3163","223.2067","9.77759848484848","10.0775984848485","3025"
"","Cer-NS(d24:1/16:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d24:1/16:0)+HCO2",0,10.37019,0,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d24:1/16:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d24:1/16:0)+HCO2",0,47550.63,0,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d24:1/16:0)+HCO2",0,620.5994,0,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d24:1/16:0)+HCO2","666.6036","620.5982","590.5876","588.572","572.577","296.259","280.264","347.3319","254.2489","321.3163","237.2224","10.2572696969697","10.5572696969697","287"
"","Cer-NS(d24:1/17:0)+HCO2",1,1,0,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d24:1/17:0)+HCO2",10.8619,10.8619,10.8619,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d24:1/17:0)+HCO2",1,1,1,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d24:1/17:0)+HCO2",1057.556,65958.08,515.0173,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d24:1/17:0)+HCO2",680.6201,634.6152,604.6054,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d24:1/17:0)+HCO2","680.6193","634.6138","604.6033","602.5876","586.5927","310.2746","294.2797","347.3319","268.2646","321.3163","251.238","10.6999696969697","10.9999696969697","227"
"","Cer-NS(d24:1/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d24:1/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d24:1/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d24:1/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d24:1/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d24:1/17:0)+HCO2","680.6193","634.6138","604.6033","602.5876","586.5927","310.2746","294.2797","347.3319","268.2646","321.3163","251.238","10.5248181818182","10.8248181818182","1553"
"","Cer-NS(d24:1/18:0)+HCO2",1,1,1,0,1,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d24:1/18:0)+HCO2",11.29021,11.29021,11.29021,11.29021,11.29021,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d24:1/18:0)+HCO2",1,2,1,1,1,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d24:1/18:0)+HCO2",8007.366,335871.2,5140.881,793.6923,2095.437,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d24:1/18:0)+HCO2",694.6364,648.63095,618.6187,616.6044,600.6101,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d24:1/18:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","324.2903","308.2953","347.3319","282.2802","321.3163","265.2537","11.1295590909091","11.4295590909091","108"
"","Cer-NS(d24:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d24:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d24:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d24:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d24:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d24:1/18:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","324.2903","308.2953","347.3319","282.2802","321.3163","265.2537","10.5101439393939","10.8101439393939","1160"
"","Cer-NS(d24:1/18:0)+HCO2",1,1,1,0,1,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d24:1/18:0)+HCO2",11.29021,11.29021,11.29021,11.29021,11.29021,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d24:1/18:0)+HCO2",1,2,1,1,1,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d24:1/18:0)+HCO2",8007.366,335871.2,5140.881,793.6923,2095.437,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d24:1/18:0)+HCO2",694.6364,648.63095,618.6187,616.6044,600.6101,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d24:1/18:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","324.2903","308.2953","347.3319","282.2802","321.3163","265.2537","11.0714060606061","11.3714060606061","3271"
"","Cer-NS(d24:1/18:1)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d24:1/18:1)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d24:1/18:1)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d24:1/18:1)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d24:1/18:1)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d24:1/18:1)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","322.2746","306.2797","347.3319","280.2646","321.3163","263.238","10.3349015151515","10.6349015151515","366"
"","Cer-NS(d24:1/18:1)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d24:1/18:1)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d24:1/18:1)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d24:1/18:1)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d24:1/18:1)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d24:1/18:1)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","322.2746","306.2797","347.3319","280.2646","321.3163","263.238","10.1740090909091","10.4740090909091","470"
"","Cer-NS(d24:1/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:1/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:1/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:1/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:1/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:1/18:2)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","320.259","304.264","347.3319","278.2489","321.3163","261.2224","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d24:1/19:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d24:1/19:0)+HCO2",0,11.52146,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d24:1/19:0)+HCO2",0,2,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d24:1/19:0)+HCO2",0,44391.68,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d24:1/19:0)+HCO2",0,662.64675,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d24:1/19:0)+HCO2","708.6506","662.6451","632.6346","630.6189","614.624","338.3059","322.311","347.3319","296.2959","321.3163","279.2693","11.3712712121212","11.6712712121212","402"
"","Cer-NS(d24:1/19:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d24:1/19:0)+HCO2",0,11.66083,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d24:1/19:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d24:1/19:0)+HCO2",0,27088.57,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d24:1/19:0)+HCO2",0,662.6468,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d24:1/19:0)+HCO2","708.6506","662.6451","632.6346","630.6189","614.624","338.3059","322.311","347.3319","296.2959","321.3163","279.2693","11.5306954545455","11.8306954545455","2733"
"","Cer-NS(d24:1/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d24:1/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d24:1/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d24:1/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d24:1/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d24:1/19:1)+HCO2","706.6349","660.6295","630.6189","628.6033","612.6083","336.2903","320.2953","347.3319","294.2802","321.3163","277.2537","10.4557772727273","10.7557772727273","1755"
"","Cer-NS(d24:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d24:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d24:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d24:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d24:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d24:1/20:0)+HCO2","722.6663","676.6608","646.6502","644.6346","628.6396","352.3216","336.3267","347.3319","310.3116","321.3163","293.285","11.9297696969697","12.2297696969697","759"
"","Cer-NS(d24:2/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d24:2/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d24:2/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d24:2/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d24:2/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d24:2/17:0)+HCO2","678.6036","632.5982","602.5876","600.572","584.577","310.2746","294.2797","345.3163","268.2646","319.3006","251.238","9.8607848484848","10.1607848484848","1372"
"","Cer-NS(d24:2/18:0)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d24:2/18:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d24:2/18:0)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d24:2/18:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d24:2/18:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d24:2/18:0)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","324.2903","308.2953","345.3163","282.2802","319.3006","265.2537","10.3349015151515","10.6349015151515","366"
"","Cer-NS(d24:2/18:0)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d24:2/18:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d24:2/18:0)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d24:2/18:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d24:2/18:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d24:2/18:0)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","324.2903","308.2953","345.3163","282.2802","319.3006","265.2537","10.1740090909091","10.4740090909091","470"
"","Cer-NS(d24:2/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:2/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:2/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:2/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:2/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:2/18:1)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","322.2746","306.2797","345.3163","280.2646","319.3006","263.238","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d24:2/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d24:2/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d24:2/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d24:2/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d24:2/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d24:2/19:0)+HCO2","706.6349","660.6295","630.6189","628.6033","612.6083","338.3059","322.311","345.3163","296.2959","319.3006","279.2693","10.4557772727273","10.7557772727273","1755"
"","Cer-NS(d24:3/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:3/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:3/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:3/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:3/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d24:3/18:0)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","324.2903","308.2953","343.3006","282.2802","317.285","265.2537","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d25:1/13:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d25:1/13:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d25:1/13:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d25:1/13:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d25:1/13:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d25:1/13:0)+HCO2","638.5723","592.5669","562.5563","560.5406","544.5457","254.212","238.2171","361.3476","212.202","335.3319","195.1754","9.27443484848485","9.57443484848485","1335"
