"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Number of Scans","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Max Intensity","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Average m/z","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment"
"","Cer-EODS(d17:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/14:1-O-16:2)+HCO2","790.6561","744.6506","510.4522","266.2126","251.2017","240.1969","225.2224","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d17:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d17:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d17:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d17:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d17:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d17:0/12:1-O-17:1)+HCO2","778.6561","732.6506","482.4209","238.1813","267.233","212.1656","225.2224","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d17:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d17:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d17:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d17:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d17:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d17:0/12:1-O-17:1)+HCO2","778.6561","732.6506","482.4209","238.1813","267.233","212.1656","225.2224","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d17:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d17:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d17:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d17:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d17:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d17:0/12:0-O-17:2)+HCO2","778.6561","732.6506","484.4366","240.1969","265.2173","214.1813","225.2224","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d17:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d17:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d17:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d17:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d17:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d17:0/12:0-O-17:2)+HCO2","778.6561","732.6506","484.4366","240.1969","265.2173","214.1813","225.2224","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d17:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d17:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d17:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d17:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d17:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d17:0/12:1-O-17:2)+HCO2","776.6404","730.6349","482.4209","238.1813","265.2173","212.1656","225.2224","11.3751787878788","11.6751787878788","222"
"","Cer-EODS(d17:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d17:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d17:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d17:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d17:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d17:0/12:1-O-17:2)+HCO2","776.6404","730.6349","482.4209","238.1813","265.2173","212.1656","225.2224","11.5348393939394","11.8348393939394","2693"
"","Cer-EODS(d17:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d17:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d17:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d17:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d17:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d17:0/13:1-O-17:2)+HCO2","790.6561","744.6506","496.4366","252.1969","265.2173","226.1813","225.2224","11.9250136363636","12.2250136363636","586"
"","Cer-EODS(d17:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/13:1-O-17:2)+HCO2","790.6561","744.6506","496.4366","252.1969","265.2173","226.1813","225.2224","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d17:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d17:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d17:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d17:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d17:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d17:0/12:1-O-18:2)+HCO2","790.6561","744.6506","482.4209","238.1813","279.233","212.1656","225.2224","11.9250136363636","12.2250136363636","586"
"","Cer-EODS(d17:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d17:0/12:1-O-18:2)+HCO2","790.6561","744.6506","482.4209","238.1813","279.233","212.1656","225.2224","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d18:0/12:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d18:0/12:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d18:0/12:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d18:0/12:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d18:0/12:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d18:0/12:1-O-14:1)+HCO2","750.6248","704.6193","496.4366","238.1813","225.186","212.1656","239.238","11.0025560606061","11.3025560606061","394"
"","Cer-EODS(d18:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d18:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d18:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d18:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d18:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d18:0/13:1-O-14:1)+HCO2","764.6404","718.6349","510.4522","252.1969","225.186","226.1813","239.238","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d18:0/14:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/14:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/14:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/14:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/14:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/14:1-O-14:1)+HCO2","778.6561","732.6506","524.4679","266.2126","225.186","240.1969","239.238","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d18:0/14:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/14:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/14:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/14:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/14:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/14:1-O-14:1)+HCO2","778.6561","732.6506","524.4679","266.2126","225.186","240.1969","239.238","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d18:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d18:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d18:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d18:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d18:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d18:0/12:1-O-15:1)+HCO2","764.6404","718.6349","496.4366","238.1813","239.2017","212.1656","239.238","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d18:0/13:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/13:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/13:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/13:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/13:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/13:1-O-15:1)+HCO2","778.6561","732.6506","510.4522","252.1969","239.2017","226.1813","239.238","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d18:0/13:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/13:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/13:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/13:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/13:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/13:1-O-15:1)+HCO2","778.6561","732.6506","510.4522","252.1969","239.2017","226.1813","239.238","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d18:0/12:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/12:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/12:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/12:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/12:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/12:1-O-16:1)+HCO2","778.6561","732.6506","496.4366","238.1813","253.2173","212.1656","239.238","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d18:0/12:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/12:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/12:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/12:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/12:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/12:1-O-16:1)+HCO2","778.6561","732.6506","496.4366","238.1813","253.2173","212.1656","239.238","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d18:0/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d18:0/12:0-O-16:2)+HCO2","778.6561","732.6506","498.4522","240.1969","251.2017","214.1813","239.238","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d18:0/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d18:0/12:0-O-16:2)+HCO2","778.6561","732.6506","498.4522","240.1969","251.2017","214.1813","239.238","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d18:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d18:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d18:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d18:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d18:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d18:0/12:1-O-16:2)+HCO2","776.6404","730.6349","496.4366","238.1813","251.2017","212.1656","239.238","11.3751787878788","11.6751787878788","222"
"","Cer-EODS(d18:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d18:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d18:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d18:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d18:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d18:0/12:1-O-16:2)+HCO2","776.6404","730.6349","496.4366","238.1813","251.2017","212.1656","239.238","11.5348393939394","11.8348393939394","2693"
"","Cer-EODS(d18:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d18:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d18:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d18:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d18:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d18:0/13:1-O-16:2)+HCO2","790.6561","744.6506","510.4522","252.1969","251.2017","226.1813","239.238","11.9250136363636","12.2250136363636","586"
"","Cer-EODS(d18:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d18:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d18:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d18:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d18:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d18:0/13:1-O-16:2)+HCO2","790.6561","744.6506","510.4522","252.1969","251.2017","226.1813","239.238","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d18:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d18:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d18:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d18:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d18:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d18:0/12:1-O-17:2)+HCO2","790.6561","744.6506","496.4366","238.1813","265.2173","212.1656","239.238","11.9250136363636","12.2250136363636","586"
"","Cer-EODS(d18:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d18:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d18:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d18:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d18:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d18:0/12:1-O-17:2)+HCO2","790.6561","744.6506","496.4366","238.1813","265.2173","212.1656","239.238","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d19:0/12:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d19:0/12:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d19:0/12:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d19:0/12:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d19:0/12:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d19:0/12:1-O-14:1)+HCO2","764.6404","718.6349","510.4522","238.1813","225.186","212.1656","253.2537","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d19:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d19:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d19:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d19:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d19:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d19:0/13:1-O-14:1)+HCO2","778.6561","732.6506","524.4679","252.1969","225.186","226.1813","253.2537","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d19:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d19:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d19:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d19:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d19:0/13:1-O-14:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d19:0/13:1-O-14:1)+HCO2","778.6561","732.6506","524.4679","252.1969","225.186","226.1813","253.2537","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d19:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d19:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d19:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d19:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d19:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d19:0/12:1-O-15:1)+HCO2","778.6561","732.6506","510.4522","238.1813","239.2017","212.1656","253.2537","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d19:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d19:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d19:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d19:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d19:0/12:1-O-15:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d19:0/12:1-O-15:1)+HCO2","778.6561","732.6506","510.4522","238.1813","239.2017","212.1656","253.2537","11.8050363636364","12.1050363636364","2984"
